task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
146	28/489e83	308223	kraken_pipeline:progressive_bracken (16)	COMPLETED	0	2023-09-25 06:13:41.306	25.1s	23.9s	114.5%	731.9 MB	2.4 GB	454.2 MB	24.9 MB
148	0f/ae3963	310791	kraken_pipeline:makeReport (16)	COMPLETED	0	2023-09-25 06:14:06.485	15.3s	14.2s	107.7%	422.1 MB	2.4 GB	46.1 MB	27.6 MB
150	7f/42115a	312291	kraken_pipeline:output (18)	COMPLETED	0	2023-09-25 06:14:21.857	855ms	7ms	64.0%	0	0	55.7 KB	201 B
149	aa/fcfe85	310834	kraken_pipeline:progressive_bracken (17)	COMPLETED	0	2023-09-25 06:14:06.667	23.6s	22.4s	116.4%	406.1 MB	2.4 GB	458.2 MB	24.9 MB
151	80/be3c92	312619	kraken_pipeline:makeReport (17)	COMPLETED	0	2023-09-25 06:14:30.319	15.4s	14.3s	107.3%	406.1 MB	2.4 GB	46.1 MB	27.6 MB
153	fb/91769a	314117	kraken_pipeline:output (19)	COMPLETED	0	2023-09-25 06:14:45.750	875ms	7ms	61.5%	1008 KB	3.8 MB	55.7 KB	201 B
152	7a/e787b1	312687	kraken_pipeline:progressive_bracken (18)	COMPLETED	0	2023-09-25 06:14:30.508	23.1s	22s	118.1%	404.9 MB	2.4 GB	454.2 MB	24.9 MB
154	0c/dc8395	314442	kraken_pipeline:makeReport (18)	COMPLETED	0	2023-09-25 06:14:53.695	15.1s	14s	107.3%	409 MB	2.4 GB	46.1 MB	27.7 MB
156	25/c0bb6f	315942	kraken_pipeline:output (20)	COMPLETED	0	2023-09-25 06:15:08.876	875ms	7ms	84.2%	1004 KB	3.8 MB	55.7 KB	201 B
155	e8/e5a79b	314511	kraken_pipeline:progressive_bracken (19)	COMPLETED	0	2023-09-25 06:14:53.890	22.9s	21.7s	118.1%	403.2 MB	2.4 GB	454.2 MB	24.9 MB
157	b6/09a294	316266	kraken_pipeline:makeReport (19)	COMPLETED	0	2023-09-25 06:15:16.842	15.3s	14.2s	106.9%	415.4 MB	2.4 GB	46.1 MB	27.7 MB
159	f0/2fbb6f	317769	kraken_pipeline:output (21)	COMPLETED	0	2023-09-25 06:15:32.148	848ms	9ms	59.3%	1.1 MB	3.8 MB	55.7 KB	201 B
158	b3/ab3f6a	316334	kraken_pipeline:progressive_bracken (20)	COMPLETED	0	2023-09-25 06:15:17.051	22.9s	21.9s	116.3%	406.5 MB	2.4 GB	454.2 MB	24.9 MB
160	c5/00f3fd	318094	kraken_pipeline:makeReport (20)	COMPLETED	0	2023-09-25 06:15:40.074	15.3s	14.1s	107.7%	405.8 MB	2.4 GB	46.1 MB	27.7 MB
162	cc/2fe928	319595	kraken_pipeline:output (22)	COMPLETED	0	2023-09-25 06:15:55.427	970ms	7ms	64.0%	1016 KB	3.8 MB	55.7 KB	201 B
161	09/0c8e29	318163	kraken_pipeline:progressive_bracken (21)	COMPLETED	0	2023-09-25 06:15:40.283	23.2s	21.9s	118.5%	413.6 MB	2.4 GB	454.2 MB	24.9 MB
163	2b/9a43d7	319921	kraken_pipeline:makeReport (21)	COMPLETED	0	2023-09-25 06:16:03.547	15.6s	14.6s	106.8%	414.5 MB	2.4 GB	46.1 MB	27.7 MB
165	03/eb454c	321432	kraken_pipeline:output (23)	COMPLETED	0	2023-09-25 06:16:19.220	814ms	7ms	88.9%	1.1 MB	3.8 MB	55.7 KB	201 B
164	72/1df18c	319989	kraken_pipeline:progressive_bracken (22)	COMPLETED	0	2023-09-25 06:16:03.769	23.4s	22.3s	116.5%	414.7 MB	2.4 GB	458.2 MB	24.9 MB
166	f7/438d9a	321760	kraken_pipeline:makeReport (22)	COMPLETED	0	2023-09-25 06:16:27.212	15.6s	14.4s	106.7%	415.8 MB	2.4 GB	46.1 MB	27.8 MB
168	2e/d4f2a8	323272	kraken_pipeline:output (24)	COMPLETED	0	2023-09-25 06:16:42.819	889ms	7ms	61.5%	0	0	55.7 KB	201 B
167	f7/d20d95	321829	kraken_pipeline:progressive_bracken (23)	COMPLETED	0	2023-09-25 06:16:27.432	23.2s	22.1s	115.9%	406.4 MB	2.4 GB	458.2 MB	24.9 MB
169	a0/0ca98e	323598	kraken_pipeline:makeReport (23)	COMPLETED	0	2023-09-25 06:16:50.726	14.4s	13.4s	107.1%	413.5 MB	2.4 GB	46.1 MB	27.8 MB
170	09/959091	324339	kraken_pipeline:output (25)	COMPLETED	0	2023-09-25 06:17:05.156	854ms	6ms	94.1%	0	0	55.7 KB	201 B
