task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
110	1a/b33917	522484	process_run:assemble:check_subset (26)	COMPLETED	0	2023-09-26 01:54:35.081	1.5s	20ms	69.6%	3.1 MB	5.6 MB	60.5 KB	181 B
112	af/42ba1d	522674	process_run:generate_assembly_report (1)	COMPLETED	0	2023-09-26 01:54:35.827	2.6s	975ms	174.3%	3.2 MB	5.6 MB	5.9 MB	44.1 KB
111	ef/be04a8	522632	process_run:assemble:medaka_consensus (1)	COMPLETED	0	2023-09-26 01:54:35.682	21.2s	20s	159.6%	325.3 MB	2.9 GB	335.1 MB	21.2 MB
113	4b/7ddd48	522895	process_run:assemble:medaka_consensus (2)	COMPLETED	0	2023-09-26 01:54:36.545	20.5s	19s	164.2%	327.7 MB	2.9 GB	338.2 MB	23.1 MB
114	db/9f2658	523482	process_run:assemble:medaka_consensus (3)	COMPLETED	0	2023-09-26 01:54:38.418	20.7s	20s	160.6%	317.3 MB	2.9 GB	336.3 MB	21.9 MB
116	b0/5742e8	527038	process_run:assemble:medaka_consensus (5)	COMPLETED	0	2023-09-26 01:54:57.071	20.1s	19s	152.6%	315.9 MB	2.9 GB	333.6 MB	20.5 MB
115	ff/3b942f	527004	process_run:assemble:medaka_consensus (4)	COMPLETED	0	2023-09-26 01:54:56.931	21.3s	20s	148.6%	302.1 MB	2.6 GB	346.2 MB	27.7 MB
117	ef/57727a	527614	process_run:assemble:medaka_consensus (6)	COMPLETED	0	2023-09-26 01:54:59.087	20.2s	19s	162.9%	331.5 MB	2.9 GB	335.1 MB	21.2 MB
118	8f/625012	531144	process_run:assemble:medaka_consensus (7)	COMPLETED	0	2023-09-26 01:55:17.220	20.1s	18s	168.5%	346.1 MB	3.1 GB	345.7 MB	27.3 MB
119	b0/19b281	531375	process_run:assemble:medaka_consensus (8)	COMPLETED	0	2023-09-26 01:55:18.275	20.2s	19s	164.3%	327.7 MB	3.2 GB	337.4 MB	22.5 MB
120	8e/c15741	531695	process_run:assemble:medaka_consensus (9)	COMPLETED	0	2023-09-26 01:55:19.298	20.3s	19s	166.8%	329.3 MB	3.1 GB	344.6 MB	26.7 MB
121	d7/250c6b	535441	process_run:assemble:medaka_consensus (10)	COMPLETED	0	2023-09-26 01:55:37.375	20.3s	20s	160.5%	328.9 MB	3.2 GB	335.9 MB	21.7 MB
122	77/2162d3	535658	process_run:assemble:medaka_consensus (11)	COMPLETED	0	2023-09-26 01:55:38.477	20.4s	19s	164.5%	340.4 MB	2.9 GB	337.2 MB	22.4 MB
124	7c/a0543a	539674	process_run:assemble:map_to_consensus (1)	COMPLETED	0	2023-09-26 01:55:57.718	1.3s	83ms	64.9%	3.2 MB	5.6 MB	508.4 KB	327.3 KB
123	4b/1824ee	535982	process_run:assemble:medaka_consensus (12)	COMPLETED	0	2023-09-26 01:55:39.579	20.8s	19s	161.7%	335.9 MB	3.1 GB	345.6 MB	27.3 MB
126	0c/b538c2	539972	process_run:assemble:map_to_consensus (3)	COMPLETED	0	2023-09-26 01:55:59.067	1.5s	125ms	147.5%	3.2 MB	5.6 MB	1.2 MB	1 MB
